"order_id","sales","profit","quantity","category","sub_category","Cost","Total_Cost","Total_profit"
AZ-2013-5850386,24,-10,1,Office Supplies,Paper,34,34,-10
AZ-2013-5850386,78,-72,6,Technology,Accessories,150,150,-432
AZ-2013-5864378,181,16,7,Office Supplies,Art,153,165,112
AZ-2013-587420,9,2,1,Office Supplies,Binders,7,7,2
AZ-2013-588025,123,17,3,Furniture,Furnishings,106,106,51
AZ-2013-588025,193,96,6,Office Supplies,Art,97,97,576
AZ-2013-589374,142,70,5,Office Supplies,Envelopes,72,72,350
AZ-2013-589374,72,16,3,Office Supplies,Supplies,56,56,48
AZ-2013-5900353,181,29,6,Office Supplies,Art,152,152,174
AZ-2013-5900353,97,2,2,Office Supplies,Storage,95,95,4
AZ-2013-5900353,1063,266,7,Technology,Phones,797,797,1862
AZ-2013-5931523,164,78,3,Office Supplies,Art,86,86,234
AZ-2013-5932628,448,81,3,Furniture,Bookcases,367,367,243
AZ-2013-5932628,40,8,2,Furniture,Furnishings,32,32,16
AZ-2013-5932628,1987,338,4,Office Supplies,Appliances,1649,1649,1352
AZ-2013-5932628,165,30,3,Office Supplies,Art,135,135,90
AZ-2013-5932628,59,21,2,Office Supplies,Binders,38,38,42
AZ-2013-5932628,149,67,5,Office Supplies,Paper,82,82,335
AZ-2013-5932628,49,8,5,Office Supplies,Storage,41,41,40
AZ-2013-5937615,50,19,3,Office Supplies,Fasteners,31,31,57
AZ-2013-5937615,53,26,2,Office Supplies,Storage,27,27,52
AZ-2013-5944136,116,7,2,Furniture,Furnishings,109,109,14
AZ-2013-5945845,247,69,2,Technology,Phones,178,178,138
AZ-2013-5949310,154,39,3,Office Supplies,Binders,115,115,117
AZ-2013-5949310,246,71,4,Technology,Phones,63,175,284
AZ-2013-5949535,140,59,7,Office Supplies,Binders,63,81,413
AZ-2013-5949535,441,207,3,Technology,Copiers,234,234,621
AZ-2013-5956200,293,36,6,Office Supplies,Storage,257,257,216
AZ-2013-5956200,50,23,2,Office Supplies,Supplies,27,27,46
AZ-2013-5970660,48,4,1,Office Supplies,Supplies,44,44,4
AZ-2013-5973839,107,32,2,Furniture,Furnishings,75,75,64
AZ-2013-5973839,100,28,2,Office Supplies,Binders,72,72,56
AZ-2013-5973839,178,52,4,Office Supplies,Supplies,126,126,208
AZ-2013-5974172,592,-643,12,Technology,Copiers,1235,1235,-7716
AZ-2013-5987890,129,49,4,Office Supplies,Art,80,80,196
AZ-2013-5987890,484,213,4,Technology,Machines,271,271,852
AZ-2013-5998072,22,-41,5,Furniture,Furnishings,63,63,-205
AZ-2013-5998072,14,-13,2,Office Supplies,Binders,27,27,-26
AZ-2013-5999783,159,21,2,Technology,Accessories,138,138,42
AZ-2013-6016328,105,20,2,Office Supplies,Art,85,85,40
AZ-2013-6030964,82,12,2,Technology,Accessories,70,70,24
AZ-2013-6051551,99,24,2,Office Supplies,Art,75,75,48
AZ-2013-6051551,46,9,4,Office Supplies,Labels,37,37,36
AZ-2013-6053610,159,60,3,Furniture,Furnishings,99,99,180
AZ-2013-6053610,25,11,3,Office Supplies,Fasteners,14,14,33
AZ-2013-6062232,47,-17,2,Furniture,Furnishings,64,64,-34
AZ-2013-6063955,103,36,4,Office Supplies,Art,67,67,144
AZ-2013-6063955,587,65,4,Technology,Copiers,522,522,260
AZ-2013-6085124,49,20,2,Office Supplies,Art,29,29,40
AZ-2013-6085124,37,9,1,Technology,Machines,28,28,9
AZ-2013-6085287,52,19,1,Office Supplies,Art,33,33,19
AZ-2013-6085287,49,9,2,Office Supplies,Supplies,40,40,18
AZ-2013-6101031,426,136,9,Furniture,Furnishings,290,290,1224
AZ-2013-6101031,44,9,3,Office Supplies,Art,35,35,27
AZ-2013-6101031,29,1,3,Office Supplies,Envelopes,28,28,3
AZ-2013-6101031,107,9,1,Technology,Phones,98,98,9
AZ-2013-6105265,632,7,6,Technology,Copiers,625,625,42
AZ-2013-6105265,111,27,3,Technology,Machines,84,84,81
AZ-2013-6121627,51,24,3,Office Supplies,Storage,27,27,72
AZ-2013-6121627,510,250,3,Technology,Copiers,260,260,750
AZ-2013-6122877,54,4,3,Office Supplies,Art,50,50,12
AZ-2013-6132734,44,0,2,Furniture,Furnishings,44,44,0
AZ-2013-6138648,1032,298,8,Furniture,Chairs,734,734,2384
AZ-2013-6138648,151,47,3,Furniture,Furnishings,104,104,141
AZ-2013-6138648,185,48,4,Office Supplies,Art,137,137,192
AZ-2013-6141495,43,5,3,Office Supplies,Art,38,38,15
AZ-2013-6141495,1016,228,6,Office Supplies,Storage,473,788,1368
AZ-2013-6143126,72,19,3,Office Supplies,Envelopes,53,53,57
AZ-2013-6147985,26,10,2,Office Supplies,Binders,16,16,20
AZ-2013-6147985,86,37,8,Office Supplies,Labels,49,49,296
AZ-2013-6147985,110,26,2,Office Supplies,Storage,84,84,52
AZ-2013-61597,552,165,5,Furniture,Bookcases,387,387,825
AZ-2013-6181166,43,9,3,Office Supplies,Binders,34,34,27
AZ-2013-6181166,1519,182,4,Technology,Copiers,1337,1337,728
AZ-2013-6181166,104,6,2,Technology,Machines,98,98,12
AZ-2013-6183713,233,67,8,Office Supplies,Binders,166,166,536
AZ-2013-6220959,2432,513,5,Office Supplies,Appliances,1919,1919,2565
AZ-2013-6220959,24,7,4,Office Supplies,Binders,17,17,28
AZ-2013-6220959,279,98,8,Office Supplies,Envelopes,89,181,784
AZ-2013-6220959,217,70,9,Office Supplies,Paper,63,147,630
AZ-2013-6224487,2959,953,7,Furniture,Chairs,2006,2006,6671
AZ-2013-6231754,39,9,1,Furniture,Furnishings,30,30,9
AZ-2013-6241714,343,72,5,Office Supplies,Appliances,271,271,360
AZ-2013-6241714,280,62,11,Office Supplies,Art,101,218,682
AZ-2013-6242491,283,48,2,Office Supplies,Storage,235,235,96
AZ-2013-6244362,292,35,4,Technology,Phones,257,257,140
AZ-2013-6246292,120,23,4,Office Supplies,Binders,97,97,92
AZ-2013-6261184,1545,-547,5,Furniture,Tables,2092,2092,-2735
AZ-2013-6261184,27,6,2,Office Supplies,Paper,21,21,12
AZ-2013-627487,18,9,4,Office Supplies,Binders,9,9,36
AZ-2013-627487,52,18,3,Office Supplies,Envelopes,34,34,54
AZ-2013-6301171,259,59,7,Office Supplies,Envelopes,200,200,413
AZ-2013-6302764,41,16,2,Office Supplies,Envelopes,25,25,32
AZ-2013-6302764,26,12,3,Office Supplies,Labels,14,14,36
AZ-2013-6302764,89,26,2,Office Supplies,Supplies,63,63,52
AZ-2013-6313494,175,14,6,Office Supplies,Art,84,161,84
AZ-2013-6322927,198,63,8,Office Supplies,Art,135,135,504
AZ-2013-6322927,1288,423,12,Office Supplies,Storage,405,865,5076
AZ-2013-6322927,79,28,3,Office Supplies,Supplies,51,51,84
AZ-2013-6334025,133,44,3,Office Supplies,Art,89,89,132
AZ-2013-6337474,459,101,4,Technology,Accessories,358,358,404
AZ-2013-6337474,692,290,4,Technology,Copiers,402,402,1160
AZ-2013-6362222,234,47,6,Office Supplies,Binders,143,187,282
AZ-2013-6362222,79,-6,5,Office Supplies,Storage,85,85,-30
AZ-2013-6362222,738,147,6,Technology,Phones,591,591,882
AZ-2013-6371048,457,102,2,Technology,Machines,355,355,204
AZ-2013-6379416,179,69,1,Office Supplies,Storage,110,110,69
AZ-2013-6383663,433,48,4,Furniture,Furnishings,385,385,192
AZ-2013-6383663,293,42,6,Office Supplies,Appliances,251,251,252
AZ-2013-6383663,45,17,7,Office Supplies,Binders,28,28,119
AZ-2013-6383663,69,25,4,Office Supplies,Fasteners,44,44,100
AZ-2013-6383663,263,71,5,Office Supplies,Paper,192,192,355
AZ-2013-6396086,208,-100,9,Office Supplies,Art,308,308,-900
AZ-2013-6397384,23,4,2,Office Supplies,Labels,19,19,8
AZ-2013-6399452,632,57,9,Technology,Accessories,575,575,513
AZ-2013-6408423,52,9,1,Office Supplies,Binders,43,43,9
AZ-2013-6411622,40,16,3,Office Supplies,Binders,24,24,48
AZ-2013-6415803,173,15,4,Office Supplies,Storage,158,158,60
AZ-2013-6417949,725,145,5,Furniture,Chairs,580,580,725
AZ-2013-6417949,92,24,8,Office Supplies,Binders,68,68,192
AZ-2013-6417949,148,34,4,Office Supplies,Envelopes,114,114,136
AZ-2013-6417949,31,1,2,Office Supplies,Storage,30,30,2
AZ-2013-6417949,1901,589,5,Technology,Copiers,1312,1312,2945
AZ-2013-6417949,2606,1042,4,Technology,Phones,1564,1564,4168
AZ-2013-6437122,60,16,3,Office Supplies,Art,44,44,48
AZ-2013-6437122,45,7,3,Office Supplies,Storage,38,38,21
AZ-2013-6438316,72,4,5,Office Supplies,Binders,68,68,20
AZ-2013-6440318,249,79,4,Technology,Phones,170,170,316
AZ-2013-6450064,47,16,2,Office Supplies,Art,31,31,32
AZ-2013-6450064,38,17,3,Office Supplies,Binders,21,21,51
AZ-2013-6487412,371,115,1,Furniture,Bookcases,256,256,115
AZ-2013-649774,506,192,3,Furniture,Bookcases,314,314,576
AZ-2013-649774,8,3,1,Office Supplies,Binders,5,5,3
AZ-2013-649774,228,114,2,Technology,Machines,114,114,228
AZ-2013-6499468,228,66,3,Office Supplies,Appliances,162,162,198
AZ-2013-6499468,109,34,3,Office Supplies,Art,25,75,102
AZ-2013-6499468,113,30,3,Office Supplies,Envelopes,83,83,90
AZ-2013-6499468,541,-32,2,Technology,Copiers,573,573,-64
AZ-2013-6510557,623,41,5,Office Supplies,Storage,582,582,205
AZ-2013-6514134,275,96,5,Office Supplies,Art,179,179,480
AZ-2013-6514134,18,8,2,Office Supplies,Labels,10,10,16
AZ-2013-6514734,147,31,5,Office Supplies,Binders,116,116,155
AZ-2013-6528182,56,9,3,Office Supplies,Fasteners,47,47,27
AZ-2013-6528182,41,11,4,Office Supplies,Storage,30,30,44
AZ-2013-6529496,800,168,3,Technology,Machines,632,632,504
AZ-2013-6529496,1908,820,3,Technology,Phones,1088,1088,2460
AZ-2013-6530870,44,14,4,Office Supplies,Labels,19,30,56
AZ-2013-6530870,517,46,2,Technology,Accessories,471,471,92
AZ-2013-6535655,62,6,5,Office Supplies,Binders,56,56,30
AZ-2013-6538,207,72,8,Office Supplies,Art,135,135,576
AZ-2013-6541057,63,19,1,Office Supplies,Storage,44,44,19
AZ-2013-6541057,202,28,4,Technology,Machines,174,174,112
AZ-2013-6548311,369,92,3,Furniture,Bookcases,277,277,276
AZ-2013-6548311,213,19,7,Office Supplies,Binders,194,194,133
AZ-2013-6548311,100,10,2,Office Supplies,Envelopes,90,90,20
AZ-2013-6551500,2900,928,7,Furniture,Bookcases,1972,1972,6496
AZ-2013-6552361,1284,560,9,Furniture,Bookcases,515,724,5040
AZ-2013-6552361,52,4,4,Office Supplies,Binders,48,48,16
AZ-2013-6552361,30,5,2,Office Supplies,Paper,25,25,10
AZ-2013-6552361,30,5,3,Office Supplies,Storage,25,25,15
AZ-2013-6557356,320,82,2,Furniture,Chairs,238,238,164
AZ-2013-6557356,29,10,2,Office Supplies,Binders,19,19,20
AZ-2013-6557356,79,39,2,Office Supplies,Supplies,40,40,78
AZ-2013-6557454,204,48,9,Furniture,Furnishings,156,156,432
AZ-2013-6565127,204,77,12,Office Supplies,Paper,127,127,924
AZ-2013-6593981,259,53,7,Office Supplies,Art,98,206,371
AZ-2013-6593981,45,2,2,Office Supplies,Paper,43,43,4
AZ-2013-6593981,156,47,3,Office Supplies,Storage,109,109,141
AZ-2013-6593981,276,80,5,Technology,Accessories,196,196,400
AZ-2013-6623035,165,58,3,Office Supplies,Art,107,107,174
AZ-2013-6623035,247,74,4,Office Supplies,Storage,173,173,296
AZ-2013-6636163,41,11,7,Office Supplies,Binders,30,30,77
AZ-2013-6636163,286,64,2,Technology,Copiers,222,222,128
AZ-2013-6652500,58,8,2,Office Supplies,Art,50,50,16
AZ-2013-6652500,27,6,3,Office Supplies,Binders,21,21,18
AZ-2013-6657478,438,66,3,Furniture,Bookcases,372,372,198
AZ-2013-6674334,330,145,3,Furniture,Furnishings,185,185,435
AZ-2013-6674334,44,-5,2,Office Supplies,Storage,49,49,-10
AZ-2013-6674334,68,11,2,Office Supplies,Supplies,57,57,22
AZ-2013-6674334,123,7,1,Technology,Phones,116,116,7
AZ-2013-6686311,106,0,8,Office Supplies,Storage,106,106,0
AZ-2013-6702716,19,8,3,Office Supplies,Binders,11,11,24
AZ-2013-6702716,40,10,3,Office Supplies,Envelopes,30,30,30
AZ-2013-6711717,214,88,2,Furniture,Furnishings,126,126,176
AZ-2013-6711717,211,35,8,Office Supplies,Art,129,176,280
AZ-2013-6727815,876,228,2,Furniture,Bookcases,648,648,456
AZ-2013-6727815,2843,256,9,Furniture,Tables,2587,2587,2304
AZ-2013-6727815,56,10,3,Office Supplies,Envelopes,46,46,30
AZ-2013-6727815,234,56,2,Technology,Machines,178,178,112
AZ-2013-673329,112,37,4,Office Supplies,Binders,75,75,148
AZ-2013-6736860,20,6,2,Office Supplies,Labels,14,14,12
AZ-2013-6736860,170,71,5,Office Supplies,Paper,99,99,355
AZ-2013-6736860,245,44,1,Technology,Accessories,201,201,44
AZ-2013-674584,174,54,3,Technology,Accessories,120,120,162
AZ-2013-6748917,12,1,1,Office Supplies,Binders,11,11,1
AZ-2013-6748917,114,17,10,Office Supplies,Fasteners,97,97,170
AZ-2013-6752610,45,4,4,Office Supplies,Art,41,41,16
AZ-2013-6776872,21,4,3,Office Supplies,Binders,17,17,12
AZ-2013-6776872,536,208,3,Office Supplies,Storage,328,328,624
AZ-2013-6776872,500,90,5,Technology,Accessories,410,410,450
AZ-2013-6788616,599,253,5,Furniture,Chairs,346,346,1265
AZ-2013-6788616,48,6,3,Furniture,Furnishings,42,42,18
AZ-2013-6788616,175,9,7,Office Supplies,Envelopes,166,166,63
AZ-2013-6788616,25,6,2,Office Supplies,Labels,19,19,12
AZ-2013-6788616,347,69,3,Office Supplies,Storage,278,278,207
AZ-2013-6795537,53,24,6,Office Supplies,Labels,29,29,144
AZ-2013-6796534,264,66,1,Technology,Copiers,198,198,66
AZ-2013-6800443,2037,359,9,Technology,Machines,1678,1678,3231
AZ-2013-6800942,628,-616,4,Technology,Machines,1244,1244,-2464
AZ-2013-6802973,899,80,2,Office Supplies,Appliances,819,819,160
AZ-2013-6808078,11,2,1,Office Supplies,Fasteners,9,9,2
AZ-2013-6808078,34,4,3,Office Supplies,Labels,30,30,12
AZ-2013-6813674,133,-4,3,Furniture,Chairs,137,137,-12
AZ-2013-6813674,16,7,2,Office Supplies,Binders,9,9,14
AZ-2013-6823803,314,66,6,Furniture,Furnishings,85,248,396
AZ-2013-6823803,308,142,14,Office Supplies,Paper,166,166,1988
AZ-2013-684636,96,2,4,Office Supplies,Storage,94,94,8
AZ-2013-686956,61,29,3,Office Supplies,Envelopes,32,32,87
AZ-2013-6873105,143,49,3,Furniture,Chairs,94,94,147
AZ-2013-6873105,2046,185,15,Office Supplies,Storage,214,1861,2775
AZ-2013-6873105,608,129,2,Technology,Copiers,479,479,258
AZ-2013-6875037,88,4,3,Office Supplies,Art,84,84,12
AZ-2013-6875037,18,5,1,Office Supplies,Paper,13,13,5
AZ-2013-6878951,56,26,3,Office Supplies,Storage,30,30,78
AZ-2013-6878951,1275,497,7,Technology,Phones,778,778,3479
AZ-2013-6918835,1348,445,7,Technology,Copiers,903,903,3115
AZ-2013-6920962,70,24,3,Office Supplies,Art,46,46,72
AZ-2013-6928032,11,3,1,Office Supplies,Binders,8,8,3
AZ-2013-6928032,27,6,2,Office Supplies,Paper,21,21,12
AZ-2013-6937323,49,22,2,Office Supplies,Envelopes,27,27,44
AZ-2013-6940271,114,45,6,Office Supplies,Art,69,69,270
AZ-2013-6943804,68,24,4,Office Supplies,Envelopes,44,44,96
AZ-2013-6943804,225,9,8,Technology,Accessories,216,216,72
AZ-2013-6948264,330,16,3,Furniture,Furnishings,314,314,48
AZ-2013-6948264,79,33,4,Office Supplies,Art,46,46,132
AZ-2013-6948264,1226,417,5,Technology,Copiers,809,809,2085
AZ-2013-695660,14,7,2,Office Supplies,Binders,7,7,14
AZ-2013-695660,87,23,5,Office Supplies,Envelopes,64,64,115
AZ-2013-696326,52,19,1,Furniture,Furnishings,33,33,19
AZ-2013-696326,9,1,1,Office Supplies,Storage,8,8,1
AZ-2013-6968684,123,33,4,Technology,Accessories,90,90,132
AZ-2013-6980084,1533,-34,3,Office Supplies,Appliances,1567,1567,-102
AZ-2013-6980084,260,78,5,Office Supplies,Storage,182,182,390
AZ-2013-6980364,576,51,5,Office Supplies,Storage,525,525,255
AZ-2013-6986515,1629,619,3,Office Supplies,Appliances,1010,1010,1857
AZ-2013-6987158,239,55,5,Office Supplies,Envelopes,184,184,275
AZ-2013-6987158,1282,105,4,Technology,Copiers,1177,1177,420
AZ-2013-699098,1622,324,3,Technology,Phones,1298,1298,972
AZ-2013-6996461,52,25,3,Furniture,Furnishings,27,27,75
AZ-2013-6996461,232,80,7,Office Supplies,Appliances,152,152,560
AZ-2013-6996461,99,41,5,Office Supplies,Art,58,58,205
AZ-2013-7001055,597,167,3,Office Supplies,Storage,430,430,501
AZ-2013-7004220,73,34,9,Office Supplies,Binders,39,39,306
AZ-2013-7004220,57,5,6,Office Supplies,Envelopes,52,52,30
AZ-2013-7006119,91,15,2,Office Supplies,Art,76,76,30
AZ-2013-7006119,1200,480,4,Technology,Copiers,720,720,1920
AZ-2013-7006260,233,70,2,Technology,Accessories,163,163,140
AZ-2013-7006260,174,71,1,Technology,Copiers,103,103,71
AZ-2013-701408,564,69,9,Furniture,Chairs,495,495,621
AZ-2013-7017402,205,-113,4,Furniture,Chairs,318,318,-452
AZ-2013-7017402,220,18,2,Furniture,Furnishings,202,202,36
AZ-2013-7017402,2070,414,4,Office Supplies,Appliances,1656,1656,1656
AZ-2013-7017402,98,-3,3,Office Supplies,Storage,101,101,-9
AZ-2013-7017402,278,42,5,Technology,Accessories,236,236,210
AZ-2013-7036951,180,11,4,Furniture,Furnishings,169,169,44
AZ-2013-7044470,38,5,2,Furniture,Furnishings,33,33,10
AZ-2013-7044470,59,21,2,Office Supplies,Art,38,38,42
AZ-2013-7058808,51,6,1,Furniture,Furnishings,45,45,6
AZ-2013-706916,53,22,2,Office Supplies,Supplies,31,31,44
AZ-2013-7074618,264,3,2,Technology,Copiers,261,261,6
AZ-2013-708571,359,28,5,Furniture,Chairs,331,331,140
AZ-2013-708571,364,69,8,Office Supplies,Art,264,295,552
AZ-2013-708571,227,-37,1,Technology,Machines,264,264,-37
AZ-2013-709456,67,-36,5,Office Supplies,Paper,103,103,-180
AZ-2013-7095053,55,15,2,Office Supplies,Binders,40,40,30
AZ-2013-7130503,119,39,5,Office Supplies,Paper,48,80,195
AZ-2013-7137093,86,31,8,Office Supplies,Art,55,55,248
AZ-2013-7137093,672,194,3,Technology,Accessories,478,478,582
AZ-2013-7143819,175,52,2,Office Supplies,Appliances,123,123,104
AZ-2013-7143819,41,20,3,Office Supplies,Fasteners,21,21,60
AZ-2013-7144565,135,38,5,Office Supplies,Supplies,97,97,190
AZ-2013-7146719,1269,14,3,Furniture,Chairs,1255,1255,42
AZ-2013-7162758,38,8,2,Office Supplies,Envelopes,30,30,16
AZ-2013-7190502,137,63,3,Office Supplies,Art,74,74,189
AZ-2013-7190502,39,4,2,Office Supplies,Envelopes,35,35,8
AZ-2013-7204222,49,4,2,Office Supplies,Envelopes,45,45,8
AZ-2013-7204904,164,24,4,Technology,Accessories,140,140,96
AZ-2013-7212941,27,8,2,Office Supplies,Binders,19,19,16
AZ-2013-7222036,115,6,2,Furniture,Chairs,109,109,12
AZ-2013-7222036,48,12,3,Office Supplies,Art,21,36,36
AZ-2013-7228854,91,3,2,Office Supplies,Art,88,88,6
AZ-2013-7228854,186,58,5,Office Supplies,Binders,59,128,290
AZ-2013-7228854,36,7,1,Technology,Accessories,29,29,7
AZ-2013-7261942,497,169,4,Technology,Copiers,328,328,676
AZ-2013-7283471,107,9,2,Office Supplies,Art,98,98,18
AZ-2013-7287311,708,184,5,Office Supplies,Storage,524,524,920
AZ-2013-7290380,25,3,3,Office Supplies,Storage,22,22,9
AZ-2013-7291240,776,186,4,Furniture,Bookcases,590,590,744
AZ-2013-7300382,32,2,2,Office Supplies,Envelopes,30,30,4
AZ-2013-7300382,490,39,4,Technology,Copiers,451,451,156
AZ-2013-7312557,53,15,2,Office Supplies,Art,38,38,30
AZ-2013-7312978,146,63,3,Office Supplies,Art,83,83,189
AZ-2013-7312978,43,21,3,Office Supplies,Fasteners,22,22,63
AZ-2013-7317179,324,10,2,Furniture,Chairs,314,314,20
AZ-2013-7317179,123,49,6,Office Supplies,Envelopes,74,74,294
AZ-2013-7321100,217,4,2,Furniture,Furnishings,213,213,8
AZ-2013-7321100,3220,966,5,Technology,Phones,2254,2254,4830
AZ-2013-7322131,16,0,2,Office Supplies,Binders,16,16,0
AZ-2013-7322131,122,14,7,Office Supplies,Storage,108,108,98
AZ-2013-7342591,117,51,2,Office Supplies,Appliances,66,66,102
AZ-2013-7342591,31,2,2,Office Supplies,Binders,29,29,4
AZ-2013-7342591,87,4,2,Office Supplies,Supplies,83,83,8
AZ-2013-7342591,173,86,1,Technology,Copiers,87,87,86
AZ-2013-7356315,389,85,2,Technology,Copiers,304,304,170
AZ-2013-7367497,155,69,3,Office Supplies,Storage,86,86,207
AZ-2013-7378404,541,49,2,Furniture,Tables,492,492,98
AZ-2013-739088,214,105,7,Office Supplies,Envelopes,109,109,735
AZ-2013-739088,1156,231,10,Office Supplies,Storage,925,925,2310
AZ-2013-7396799,814,96,5,Technology,Copiers,718,718,480
AZ-2013-7396799,215,71,1,Technology,Machines,144,144,71
AZ-2013-7397368,308,100,6,Furniture,Chairs,208,208,600
AZ-2013-7397368,81,22,1,Technology,Phones,59,59,22
AZ-2013-7409274,224,105,2,Technology,Accessories,119,119,210
AZ-2013-7409274,769,169,3,Technology,Machines,600,600,507
AZ-2013-7420821,57,20,4,Office Supplies,Binders,19,37,80
AZ-2013-7421576,201,76,4,Furniture,Furnishings,125,125,304
AZ-2013-7431618,263,15,2,Furniture,Bookcases,248,248,30
AZ-2013-7431618,43,21,3,Office Supplies,Supplies,22,22,63
AZ-2013-7432125,338,13,7,Office Supplies,Paper,325,325,91
AZ-2013-7436115,332,119,7,Office Supplies,Envelopes,213,213,833
AZ-2013-7442284,99,11,2,Office Supplies,Binders,88,88,22
AZ-2013-7442284,323,71,7,Office Supplies,Supplies,252,252,497
AZ-2013-7453439,115,6,2,Furniture,Chairs,109,109,12
AZ-2013-7453439,427,108,10,Office Supplies,Art,240,319,1080
AZ-2013-7453439,41,20,3,Office Supplies,Fasteners,21,21,60
AZ-2013-7462248,29,6,2,Office Supplies,Art,23,23,12
AZ-2013-7462248,76,2,5,Office Supplies,Supplies,74,74,10
AZ-2013-7527034,442,74,3,Technology,Machines,368,368,222
AZ-2013-7533368,496,175,4,Technology,Phones,321,321,700
AZ-2013-7542722,79,-6,6,Office Supplies,Envelopes,60,85,-36
AZ-2013-7542722,264,-132,2,Technology,Copiers,396,396,-264
AZ-2013-7542722,354,-249,9,Technology,Phones,131,603,-2241
AZ-2013-7546171,95,30,4,Furniture,Furnishings,65,65,120
AZ-2013-755831,40,13,3,Office Supplies,Paper,27,27,39
AZ-2013-755831,716,101,5,Technology,Machines,615,615,505
AZ-2013-7570613,222,104,2,Furniture,Furnishings,118,118,208
AZ-2013-7570613,67,29,1,Technology,Phones,38,38,29
AZ-2013-7581028,462,92,4,Office Supplies,Storage,370,370,368
AZ-2013-7588631,16,2,4,Office Supplies,Binders,14,14,8
AZ-2013-7588631,72,3,6,Office Supplies,Labels,69,69,18
AZ-2013-7597474,283,93,14,Office Supplies,Art,190,190,1302
AZ-2013-7597474,18,7,2,Office Supplies,Fasteners,11,11,14
AZ-2013-7600206,91,41,7,Office Supplies,Fasteners,50,50,287
AZ-2013-7607694,165,30,3,Office Supplies,Art,135,135,90
AZ-2013-7607694,20,5,3,Office Supplies,Binders,15,15,15
AZ-2013-7626927,602,114,12,Furniture,Furnishings,488,488,1368
AZ-2013-7626927,648,0,13,Office Supplies,Art,648,648,0
AZ-2013-7626927,34,9,3,Office Supplies,Binders,25,25,27
AZ-2013-7626927,734,86,7,Technology,Phones,648,648,602
AZ-2013-764808,50,-25,2,Office Supplies,Storage,75,75,-50
AZ-2013-7662993,795,270,3,Technology,Copiers,525,525,810
AZ-2013-7684337,164,54,6,Office Supplies,Envelopes,110,110,324
AZ-2013-7691747,1856,910,6,Office Supplies,Appliances,946,946,5460
AZ-2013-7691747,77,1,2,Office Supplies,Envelopes,76,76,2
AZ-2013-7698467,42,16,5,Office Supplies,Labels,26,26,80
AZ-2013-7698467,230,53,4,Technology,Accessories,177,177,212
AZ-2013-7698467,662,-386,8,Technology,Phones,1048,1048,-3088
AZ-2013-7710840,30,11,2,Office Supplies,Art,19,19,22
AZ-2013-7710840,11,2,1,Office Supplies,Binders,9,9,2
AZ-2013-7719706,176,79,4,Office Supplies,Envelopes,97,97,316
AZ-2013-7720719,56,27,8,Office Supplies,Binders,29,29,216
AZ-2013-7720719,119,45,3,Office Supplies,Envelopes,74,74,135
AZ-2013-7720719,781,141,3,Technology,Copiers,640,640,423
AZ-2013-7722338,19,1,3,Office Supplies,Binders,18,18,3
AZ-2013-7735459,73,25,5,Office Supplies,Envelopes,48,48,125
AZ-2013-7749449,98,21,3,Office Supplies,Paper,77,77,63
AZ-2013-7764209,345,107,2,Furniture,Bookcases,238,238,214
AZ-2013-7764209,64,13,6,Office Supplies,Binders,28,51,78
AZ-2013-7764209,60,-26,2,Technology,Machines,86,86,-52
AZ-2013-7788817,151,9,3,Office Supplies,Binders,142,142,27
AZ-2013-7788817,238,31,5,Office Supplies,Storage,207,207,155
AZ-2013-7816425,348,74,13,Office Supplies,Binders,62,274,962
AZ-2013-7868925,39,11,2,Office Supplies,Paper,28,28,22
AZ-2013-7868925,122,32,1,Technology,Copiers,90,90,32
AZ-2013-7897530,65,17,2,Office Supplies,Paper,48,48,34
AZ-2013-7897530,1524,-51,8,Office Supplies,Storage,1575,1575,-408
AZ-2013-7902577,1172,322,5,Furniture,Bookcases,335,850,1610
AZ-2013-7902577,59,27,2,Office Supplies,Paper,32,32,54
AZ-2013-7902577,226,14,6,Office Supplies,Supplies,212,212,84
AZ-2013-7902577,859,43,6,Technology,Phones,816,816,258
AZ-2013-7903596,536,232,3,Office Supplies,Storage,304,304,696
AZ-2013-7918506,27,5,2,Office Supplies,Labels,22,22,10
AZ-2013-7922182,341,31,2,Furniture,Bookcases,310,310,62
AZ-2013-7943122,96,-103,3,Furniture,Chairs,199,199,-309
AZ-2013-7944566,44,11,1,Office Supplies,Storage,33,33,11
AZ-2013-7944566,392,149,6,Technology,Phones,243,243,894
AZ-2013-796165,58,3,3,Office Supplies,Envelopes,55,55,9
AZ-2013-7969645,166,53,4,Technology,Accessories,113,113,212
AZ-2013-7980610,520,203,3,Technology,Phones,317,317,609
AZ-2013-7982799,215,-247,2,Furniture,Tables,462,462,-494
AZ-2013-7982799,191,32,7,Office Supplies,Art,159,159,224
AZ-2013-7994697,31,5,2,Office Supplies,Art,26,26,10
AZ-2013-7994697,954,219,3,Technology,Copiers,735,735,657
AZ-2013-8017533,198,41,7,Office Supplies,Binders,157,157,287
AZ-2013-8017533,469,182,4,Technology,Phones,287,287,728
AZ-2013-8019814,286,114,2,Technology,Phones,172,172,228
AZ-2013-8044431,79,16,2,Furniture,Furnishings,63,63,32
AZ-2013-8046606,24,2,1,Furniture,Furnishings,22,22,2
AZ-2013-8046606,34,3,3,Office Supplies,Art,31,31,9
AZ-2013-8046606,41,11,6,Office Supplies,Binders,30,30,66
AZ-2013-8046606,80,22,5,Office Supplies,Fasteners,58,58,110
